disability,geo_code,geo_level,sex,total,geo_version
Deaf/hard of hearing,67009,local,Female,47,2016
Deaf/hard of hearing,67009,local,Male,73,2016
Deaf-Blind,67009,local,Female,5,2016
Deaf-Blind,67009,local,Male,8,2016
Intellectual disable,67009,local,Female,9,2016
Intellectual disable,67009,local,Male,7,2016
Mental disable,67009,local,Female,16,2016
Mental disable,67009,local,Male,7,2016
Multiple disable,67009,local,Female,16,2016
Multiple disable,67009,local,Male,16,2016
No disability,67009,local,Female,9356,2016
No disability,67009,local,Male,8187,2016
Physical,67009,local,Female,198,2016
Physical,67009,local,Male,258,2016
Speech problem,67009,local,Female,15,2016
Speech problem,67009,local,Male,21,2016
Blind/low vision,67007,local,Female,54,2016
Blind/low vision,67007,local,Male,52,2016
Deaf/hard of hearing,67007,local,Female,56,2016
Deaf/hard of hearing,67007,local,Male,81,2016
Deaf-Blind,67007,local,Female,0,2016
Deaf-Blind,67007,local,Male,3,2016
Intellectual disable,67007,local,Female,7,2016
Intellectual disable,67007,local,Male,2,2016
Mental disable,67007,local,Female,4,2016
Mental disable,67007,local,Male,6,2016
Multiple disable,67007,local,Female,21,2016
Multiple disable,67007,local,Male,34,2016
No disability,67007,local,Female,4520,2016
No disability,67007,local,Male,4299,2016
Physical,67007,local,Female,101,2016
Physical,67007,local,Male,148,2016
Speech problem,67007,local,Female,18,2016
Speech problem,67007,local,Male,26,2016
Blind/low vision,67008,local,Female,69,2016
Blind/low vision,67008,local,Male,55,2016
Deaf/hard of hearing,67008,local,Female,42,2016
Deaf/hard of hearing,67008,local,Male,67,2016
Deaf-Blind,67008,local,Female,4,2016
Deaf-Blind,67008,local,Male,4,2016
Intellectual disable,67008,local,Female,2,2016
Intellectual disable,67008,local,Male,6,2016
Mental disable,67008,local,Female,8,2016
Mental disable,67008,local,Male,10,2016
Multiple disable,67008,local,Female,15,2016
Multiple disable,67008,local,Male,14,2016
No disability,67008,local,Female,6313,2016
No disability,67008,local,Male,5946,2016
Physical,67008,local,Female,89,2016
Physical,67008,local,Male,97,2016
Speech problem,67008,local,Female,16,2016
Speech problem,67008,local,Male,27,2016
Blind/low vision,67003,local,Female,128,2016
Blind/low vision,67003,local,Male,140,2016
Deaf/hard of hearing,67003,local,Female,105,2016
Deaf/hard of hearing,67003,local,Male,152,2016
Deaf-Blind,67003,local,Female,8,2016
Deaf-Blind,67003,local,Male,9,2016
Intellectual disable,67003,local,Female,3,2016
Intellectual disable,67003,local,Male,12,2016
Mental disable,67003,local,Female,15,2016
Mental disable,67003,local,Male,11,2016
Multiple disable,67003,local,Female,32,2016
Multiple disable,67003,local,Male,47,2016
No disability,67003,local,Female,8985,2016
No disability,67003,local,Male,8764,2016
Physical,67003,local,Female,105,2016
Physical,67003,local,Male,162,2016
Speech problem,67003,local,Female,44,2016
Speech problem,67003,local,Male,54,2016
Blind/low vision,67005,local,Female,49,2016
Blind/low vision,67005,local,Male,55,2016
Deaf/hard of hearing,67005,local,Female,50,2016
Deaf/hard of hearing,67005,local,Male,69,2016
Deaf-Blind,67005,local,Female,3,2016
Deaf-Blind,67005,local,Male,0,2016
Intellectual disable,67005,local,Female,2,2016
Intellectual disable,67005,local,Male,4,2016
Mental disable,67005,local,Female,5,2016
Mental disable,67005,local,Male,8,2016
Multiple disable,67005,local,Female,12,2016
Multiple disable,67005,local,Male,12,2016
No disability,67005,local,Female,4118,2016
No disability,67005,local,Male,3877,2016
Physical,67005,local,Female,100,2016
Physical,67005,local,Male,127,2016
Speech problem,67005,local,Female,10,2016
Speech problem,67005,local,Male,14,2016
Blind/low vision,67004,local,Female,31,2016
Blind/low vision,67004,local,Male,36,2016
Deaf/hard of hearing,67004,local,Female,39,2016
Deaf/hard of hearing,67004,local,Male,32,2016
Deaf-Blind,67004,local,Female,2,2016
Deaf-Blind,67004,local,Male,5,2016
Intellectual disable,67004,local,Female,4,2016
Intellectual disable,67004,local,Male,2,2016
Mental disable,67004,local,Female,2,2016
Mental disable,67004,local,Male,11,2016
Multiple disable,67004,local,Female,2,2016
Multiple disable,67004,local,Male,5,2016
No disability,67004,local,Female,9634,2016
No disability,67004,local,Male,8624,2016
Physical,67004,local,Female,53,2016
Physical,67004,local,Male,69,2016
Speech problem,67004,local,Female,11,2016
Speech problem,67004,local,Male,13,2016
Blind/low vision,67001,local,Female,88,2016
Blind/low vision,67001,local,Male,72,2016
Deaf/hard of hearing,67001,local,Female,66,2016
Deaf/hard of hearing,67001,local,Male,76,2016
Deaf-Blind,67001,local,Female,5,2016
Deaf-Blind,67001,local,Male,3,2016
Intellectual disable,67001,local,Female,6,2016
Intellectual disable,67001,local,Male,5,2016
Mental disable,67001,local,Female,16,2016
Mental disable,67001,local,Male,17,2016
Multiple disable,67001,local,Female,20,2016
Multiple disable,67001,local,Male,24,2016
No disability,67001,local,Female,7753,2016
No disability,67001,local,Male,8166,2016
Physical,67001,local,Female,185,2016
Physical,67001,local,Male,266,2016
Speech problem,67001,local,Female,23,2016
Speech problem,67001,local,Male,27,2016
Blind/low vision,30,district,Female,1739,2016
Blind/low vision,30,district,Male,1537,2016
Deaf/hard of hearing,30,district,Female,1076,2016
Deaf/hard of hearing,30,district,Male,1166,2016
Deaf-Blind,30,district,Female,127,2016
Deaf-Blind,30,district,Male,98,2016
Intellectual disable,30,district,Female,147,2016
Intellectual disable,30,district,Male,175,2016
Mental disable,30,district,Female,428,2016
Mental disable,30,district,Male,507,2016
Multiple disable,30,district,Female,552,2016
Multiple disable,30,district,Male,625,2016
No disability,30,district,Female,388829,2016
No disability,30,district,Male,362525,2016
Physical,30,district,Female,2461,2016
Physical,30,district,Male,3159,2016
Speech problem,30,district,Female,677,2016
Speech problem,30,district,Male,831,2016
Blind/low vision,71004,local,Female,256,2016
Blind/low vision,71004,local,Male,221,2016
Deaf/hard of hearing,71004,local,Female,150,2016
Deaf/hard of hearing,71004,local,Male,157,2016
Deaf-Blind,71004,local,Female,11,2016
Deaf-Blind,71004,local,Male,12,2016
Intellectual disable,71004,local,Female,24,2016
Intellectual disable,71004,local,Male,31,2016
Mental disable,71004,local,Female,73,2016
Mental disable,71004,local,Male,72,2016
Multiple disable,71004,local,Female,82,2016
Multiple disable,71004,local,Male,90,2016
No disability,71004,local,Female,73209,2016
No disability,71004,local,Male,72280,2016
Physical,71004,local,Female,385,2016
Physical,71004,local,Male,480,2016
Speech problem,71004,local,Female,89,2016
Speech problem,71004,local,Male,119,2016
Blind/low vision,71012,local,Female,55,2016
Blind/low vision,71012,local,Male,46,2016
Deaf/hard of hearing,71012,local,Female,52,2016
Deaf/hard of hearing,71012,local,Male,78,2016
Deaf-Blind,71012,local,Female,3,2016
Deaf-Blind,71012,local,Male,3,2016
Intellectual disable,71012,local,Female,8,2016
Intellectual disable,71012,local,Male,16,2016
Mental disable,71012,local,Female,10,2016
Mental disable,71012,local,Male,15,2016
Multiple disable,71012,local,Female,24,2016
Multiple disable,71012,local,Male,42,2016
No disability,71012,local,Female,10857,2016
No disability,71012,local,Male,10526,2016
Physical,71012,local,Female,105,2016
Physical,71012,local,Male,149,2016
Speech problem,71012,local,Female,25,2016
Speech problem,71012,local,Male,39,2016
Blind/low vision,71009,local,Female,41,2016
Blind/low vision,71009,local,Male,55,2016
Deaf/hard of hearing,71009,local,Female,28,2016
Deaf/hard of hearing,71009,local,Male,30,2016
Deaf-Blind,71009,local,Female,6,2016
Deaf-Blind,71009,local,Male,4,2016
Intellectual disable,71009,local,Female,7,2016
Intellectual disable,71009,local,Male,9,2016
Mental disable,71009,local,Female,14,2016
Mental disable,71009,local,Male,13,2016
Multiple disable,71009,local,Female,19,2016
Multiple disable,71009,local,Male,33,2016
No disability,71009,local,Female,18427,2016
No disability,71009,local,Male,17570,2016
Physical,71009,local,Female,54,2016
Physical,71009,local,Male,85,2016
Speech problem,71009,local,Female,29,2016
Speech problem,71009,local,Male,35,2016
Blind/low vision,71013,local,Female,192,2016
Blind/low vision,71013,local,Male,144,2016
Deaf/hard of hearing,71013,local,Female,76,2016
Deaf/hard of hearing,71013,local,Male,84,2016
Deaf-Blind,71013,local,Female,4,2016
Deaf-Blind,71013,local,Male,4,2016
Intellectual disable,71013,local,Female,15,2016
Intellectual disable,71013,local,Male,14,2016
Mental disable,71013,local,Female,33,2016
Mental disable,71013,local,Male,69,2016
Multiple disable,71013,local,Female,34,2016
Multiple disable,71013,local,Male,45,2016
No disability,71013,local,Female,39236,2016
No disability,71013,local,Male,35601,2016
Physical,71013,local,Female,200,2016
Physical,71013,local,Male,224,2016
Speech problem,71013,local,Female,49,2016
Speech problem,71013,local,Male,60,2016
Blind/low vision,71001,local,Female,95,2016
Blind/low vision,71001,local,Male,94,2016
Deaf/hard of hearing,71001,local,Female,69,2016
Deaf/hard of hearing,71001,local,Male,57,2016
Deaf-Blind,71001,local,Female,2,2016
Deaf-Blind,71001,local,Male,1,2016
Intellectual disable,71001,local,Female,2,2016
Intellectual disable,71001,local,Male,3,2016
Mental disable,71001,local,Female,8,2016
Mental disable,71001,local,Male,28,2016
Multiple disable,71001,local,Female,32,2016
Multiple disable,71001,local,Male,31,2016
No disability,71001,local,Female,16684,2016
No disability,71001,local,Male,15252,2016
Physical,71001,local,Female,97,2016
Physical,71001,local,Male,145,2016
Speech problem,71001,local,Female,41,2016
Speech problem,71001,local,Male,42,2016
Blind/low vision,71007,local,Female,184,2016
Blind/low vision,71007,local,Male,156,2016
Deaf/hard of hearing,71007,local,Female,126,2016
Deaf/hard of hearing,71007,local,Male,133,2016
Deaf-Blind,71007,local,Female,15,2016
Deaf-Blind,71007,local,Male,10,2016
Intellectual disable,71007,local,Female,13,2016
Intellectual disable,71007,local,Male,14,2016
Mental disable,71007,local,Female,42,2016
Mental disable,71007,local,Male,52,2016
Multiple disable,71007,local,Female,69,2016
Multiple disable,71007,local,Male,76,2016
No disability,71007,local,Female,40540,2016
No disability,71007,local,Male,35690,2016
Physical,71007,local,Female,291,2016
Physical,71007,local,Male,388,2016
Speech problem,71007,local,Female,96,2016
Speech problem,71007,local,Male,123,2016
Blind/low vision,71011,local,Female,213,2016
Blind/low vision,71011,local,Male,183,2016
Deaf/hard of hearing,71011,local,Female,136,2016
Deaf/hard of hearing,71011,local,Male,126,2016
Deaf-Blind,71011,local,Female,17,2016
Deaf-Blind,71011,local,Male,11,2016
Intellectual disable,71011,local,Female,20,2016
Intellectual disable,71011,local,Male,16,2016
Mental disable,71011,local,Female,54,2016
Mental disable,71011,local,Male,55,2016
Multiple disable,71011,local,Female,58,2016
Multiple disable,71011,local,Male,71,2016
No disability,71011,local,Female,39142,2016
No disability,71011,local,Male,34498,2016
Physical,71011,local,Female,302,2016
Physical,71011,local,Male,345,2016
Speech problem,71011,local,Female,75,2016
Speech problem,71011,local,Male,103,2016
Blind/low vision,71002,local,Female,147,2016
Blind/low vision,71002,local,Male,122,2016
Deaf/hard of hearing,71002,local,Female,99,2016
Deaf/hard of hearing,71002,local,Male,106,2016
Deaf-Blind,71002,local,Female,19,2016
Deaf-Blind,71002,local,Male,12,2016
Intellectual disable,71002,local,Female,16,2016
Intellectual disable,71002,local,Male,13,2016
Mental disable,71002,local,Female,28,2016
Mental disable,71002,local,Male,49,2016
Multiple disable,71002,local,Female,54,2016
Multiple disable,71002,local,Male,44,2016
No disability,71002,local,Female,25528,2016
No disability,71002,local,Male,25041,2016
Physical,71002,local,Female,188,2016
Physical,71002,local,Male,279,2016
Speech problem,71002,local,Female,50,2016
Speech problem,71002,local,Male,50,2016
Blind/low vision,71003,local,Female,63,2016
Blind/low vision,71003,local,Male,69,2016
Deaf/hard of hearing,71003,local,Female,33,2016
Deaf/hard of hearing,71003,local,Male,49,2016
Deaf-Blind,71003,local,Female,4,2016
Deaf-Blind,71003,local,Male,4,2016
Intellectual disable,71003,local,Female,0,2016
Intellectual disable,71003,local,Male,7,2016
Mental disable,71003,local,Female,8,2016
Mental disable,71003,local,Male,13,2016
Multiple disable,71003,local,Female,16,2016
Multiple disable,71003,local,Male,12,2016
No disability,71003,local,Female,9314,2016
No disability,71003,local,Male,9017,2016
Physical,71003,local,Female,140,2016
Physical,71003,local,Male,133,2016
Speech problem,71003,local,Female,17,2016
Speech problem,71003,local,Male,25,2016
Blind/low vision,71006,local,Female,174,2016
Blind/low vision,71006,local,Male,140,2016
Deaf/hard of hearing,71006,local,Female,72,2016
Deaf/hard of hearing,71006,local,Male,105,2016
Deaf-Blind,71006,local,Female,8,2016
Deaf-Blind,71006,local,Male,8,2016
Intellectual disable,71006,local,Female,6,2016
Intellectual disable,71006,local,Male,11,2016
Mental disable,71006,local,Female,33,2016
Mental disable,71006,local,Male,34,2016
Multiple disable,71006,local,Female,42,2016
Multiple disable,71006,local,Male,54,2016
No disability,71006,local,Female,38127,2016
No disability,71006,local,Male,36192,2016
Physical,71006,local,Female,207,2016
Physical,71006,local,Male,253,2016
Speech problem,71006,local,Female,65,2016
Speech problem,71006,local,Male,55,2016
Blind/low vision,71005,local,Female,144,2016
Blind/low vision,71005,local,Male,145,2016
Deaf/hard of hearing,71005,local,Female,126,2016
Deaf/hard of hearing,71005,local,Male,153,2016
Deaf-Blind,71005,local,Female,14,2016
Deaf-Blind,71005,local,Male,13,2016
Intellectual disable,71005,local,Female,11,2016
Intellectual disable,71005,local,Male,18,2016
Mental disable,71005,local,Female,77,2016
Mental disable,71005,local,Male,50,2016
Multiple disable,71005,local,Female,55,2016
Multiple disable,71005,local,Male,49,2016
No disability,71005,local,Female,28401,2016
No disability,71005,local,Male,25200,2016
Physical,71005,local,Female,314,2016
Physical,71005,local,Male,415,2016
Speech problem,71005,local,Female,51,2016
Speech problem,71005,local,Male,78,2016
Blind/low vision,71010,local,Female,120,2016
Blind/low vision,71010,local,Male,111,2016
Deaf/hard of hearing,71010,local,Female,64,2016
Deaf/hard of hearing,71010,local,Male,50,2016
Deaf-Blind,71010,local,Female,10,2016
Deaf-Blind,71010,local,Male,11,2016
Intellectual disable,71010,local,Female,10,2016
Intellectual disable,71010,local,Male,14,2016
Mental disable,71010,local,Female,21,2016
Mental disable,71010,local,Male,36,2016
Multiple disable,71010,local,Female,37,2016
Multiple disable,71010,local,Male,46,2016
No disability,71010,local,Female,24082,2016
No disability,71010,local,Male,23014,2016
Physical,71010,local,Female,104,2016
Physical,71010,local,Male,152,2016
Speech problem,71010,local,Female,48,2016
Speech problem,71010,local,Male,57,2016
Blind/low vision,71008,local,Female,55,2016
Blind/low vision,71008,local,Male,51,2016
Deaf/hard of hearing,71008,local,Female,45,2016
Deaf/hard of hearing,71008,local,Male,38,2016
Deaf-Blind,71008,local,Female,14,2016
Deaf-Blind,71008,local,Male,5,2016
Intellectual disable,71008,local,Female,15,2016
Intellectual disable,71008,local,Male,9,2016
Mental disable,71008,local,Female,27,2016
Mental disable,71008,local,Male,21,2016
Multiple disable,71008,local,Female,30,2016
Multiple disable,71008,local,Male,32,2016
No disability,71008,local,Female,25282,2016
No disability,71008,local,Male,22644,2016
Physical,71008,local,Female,74,2016
Physical,71008,local,Male,111,2016
Speech problem,71008,local,Female,42,2016
Speech problem,71008,local,Male,45,2016
Blind/low vision,22,district,Female,1016,2016
Blind/low vision,22,district,Male,704,2016
Deaf/hard of hearing,22,district,Female,680,2016
Deaf/hard of hearing,22,district,Male,658,2016
Deaf-Blind,22,district,Female,68,2016
